,username,mediacount,followers,followees,biography,profile_pic_url
54,siamak_ebrahimi_meimand,10,1067,1632,"بیرون ز تو نیست هرچه در عالم هست 
در خود بطلب هر آنچه خواهی که توئی",https://scontent-sin6-4.cdninstagram.com/v/t51.2885-19/273630994_119741157293113_2196022134603831083_n.jpg?_nc_ht=scontent-sin6-4.cdninstagram.com&_nc_cat=101&_nc_ohc=uWQyo764EcAAX9phQKm&edm=AEF8tYYBAAAA&ccb=7-4&oh=00_AT815_yoKal382etWl9c0phXupRlubNGWka3sOb2ChvUvg&oe=62492264&_nc_sid=a9513d
55,crystalgem.rose,8,164,188,"Personal safe space account ☁️
🖤🤍💜",https://scontent-sin6-1.cdninstagram.com/v/t51.2885-19/277030255_128315396435099_4084403829736840389_n.jpg?_nc_ht=scontent-sin6-1.cdninstagram.com&_nc_cat=111&_nc_ohc=5ykoevb7FaAAX8Wey-G&edm=AEF8tYYBAAAA&ccb=7-4&oh=00_AT833ATZEnMbRHSNVonSiHaEGTsSp_30WLS73rz0AdTTLg&oe=62490D19&_nc_sid=a9513d
56,starminerals,19,61,284,Ajitthite,https://scontent-sin6-4.cdninstagram.com/v/t51.2885-19/197492544_3006599462941788_2433486189760047238_n.jpg?_nc_ht=scontent-sin6-4.cdninstagram.com&_nc_cat=100&_nc_ohc=TOU6WHYsdwUAX-Vtx0u&edm=AEF8tYYBAAAA&ccb=7-4&oh=00_AT-Aln5Ed1U1wLulRNjBxwSVVyHPSfrfhtizg97f3HHNFQ&oe=6248C368&_nc_sid=a9513d
57,nemeton.eye,202,1663,2363,"TuYo. 
you alone in this place where everything is you",https://scontent-sin6-1.cdninstagram.com/v/t51.2885-19/120796781_2258800580929651_7997846496818227217_n.jpg?_nc_ht=scontent-sin6-1.cdninstagram.com&_nc_cat=107&_nc_ohc=bxMQ7imHBKMAX8adrCZ&edm=AEF8tYYBAAAA&ccb=7-4&oh=00_AT-DaSC6UjVbbYeN0hWKShrSAHyp-leJK9yJSDG0TO8AjQ&oe=624984D1&_nc_sid=a9513d
58,ja.ber2915,0,44,511,,https://instagram.fkul21-2.fna.fbcdn.net/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ad=z-m&_nc_ht=instagram.fkul21-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=g_FIod7RUSYAX8d1yil&edm=AAfggu4BAAAA&ccb=7-4&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-4&oh=00_AT--GFgkIorOQWFr7KhK8T7FsopbaoFYVIG3rzJLBv_UIw&oe=624A548F&_nc_sid=f226f3
59,toprockcrystalsshop,330,493,784,"Adeel Qaiser 
Youngest Gem Trader in The Gems 🌎 
Minerals #Crystals #Gemstones #Pearls & Coral
PayPal & Bank Transfers Accepted
Be Good For No Reasons",https://scontent-sin6-1.cdninstagram.com/v/t51.2885-19/274298282_1735741923484535_1831850727648673670_n.jpg?_nc_ht=scontent-sin6-1.cdninstagram.com&_nc_cat=111&_nc_ohc=NLf28iNJ9O4AX_GXxLZ&edm=AEF8tYYBAAAA&ccb=7-4&oh=00_AT9gQYkXzmcPkuBazkQpYtMWjr3qihFoLigvtf_8JGZuGg&oe=624A3EE9&_nc_sid=a9513d
60,bbbrunex,297,1461,469,• Brazilian living in Belgium 🇧🇷🇧🇪,https://scontent-sin6-1.cdninstagram.com/v/t51.2885-19/71679006_712175052598823_4563680739463266304_n.jpg?_nc_ht=scontent-sin6-1.cdninstagram.com&_nc_cat=111&_nc_ohc=AbMf72bSyAoAX-IsuTv&edm=AEF8tYYBAAAA&ccb=7-4&oh=00_AT_WzHIBexHAy9fgDxxv4agm6Te6htqPqHOxDwNiVaB-AQ&oe=6249577B&_nc_sid=a9513d
61,marco.aurelio.2021.avare,5,8,37,,https://instagram.fagr1-2.fna.fbcdn.net/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?efg=eyJybWQiOiJpZ19hbmRyb2lkX21vYmlsZV9uZXR3b3JrX3N0YWNrX3Bvc3Rfd2l0aF9uZXdfdGNwX2ZhbGxiYWNrXzQ6Y29udHJvbCJ9&_nc_ht=instagram.fagr1-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=g_FIod7RUSYAX_2jSrz&edm=AB11_MABAAAA&ccb=7-4&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-4&oh=00_AT_uHJ8N9zg3hgCAJsrQJbH6drNNkyj35WAlEzJEdQZlLA&oe=624A548F&_nc_sid=ccd4cc
62,gabriel__1517,0,355,1925,,https://scontent-sin6-2.cdninstagram.com/v/t51.2885-19/268441038_384126853471353_3227102511649949065_n.jpg?_nc_ht=scontent-sin6-2.cdninstagram.com&_nc_cat=109&_nc_ohc=fdevYrU6DYIAX8jtO4W&edm=AEF8tYYBAAAA&ccb=7-4&oh=00_AT9VL1LSZpH67chVtaDQbuqnp1WCDtV1J1xEb75DM1V9Ag&oe=6249C454&_nc_sid=a9513d
63,avaz4bek,0,33,1005,,https://scontent-sin6-3.cdninstagram.com/v/t51.2885-19/273982139_3116858111889522_1073140370202372913_n.jpg?_nc_ht=scontent-sin6-3.cdninstagram.com&_nc_cat=106&_nc_ohc=79-6VbO_EuoAX-BwVIh&edm=AEF8tYYBAAAA&ccb=7-4&oh=00_AT-ZShu6JVMSPNE2PwuWvQAQ5G1p6hrmIH6f9vjCQLddtw&oe=62498CDC&_nc_sid=a9513d
64,edith.loera_,267,166,2396,Mom Life| Chill Vibes,https://scontent-sin6-1.cdninstagram.com/v/t51.2885-19/273203881_928107771402931_2059132030571306866_n.jpg?_nc_ht=scontent-sin6-1.cdninstagram.com&_nc_cat=107&_nc_ohc=rE1yJcJ5f9sAX-95Pop&edm=AEF8tYYBAAAA&ccb=7-4&oh=00_AT_Bbh5anw1MJ7A-v2OsT5QmpAbx4VSUShnItf4s5TVA-w&oe=62490D76&_nc_sid=a9513d
65,smokeybird,103,249,925,,https://scontent-sin6-2.cdninstagram.com/v/t51.2885-19/11821909_652310498205233_1251410953_a.jpg?_nc_ht=scontent-sin6-2.cdninstagram.com&_nc_cat=105&_nc_ohc=q6QB2nlkknIAX8Q4a7z&edm=AEF8tYYBAAAA&ccb=7-4&oh=00_AT9Opid7X2KclHdvJRI5nO53DnWgLwSnQB9bCXwoynHovg&oe=6249E031&_nc_sid=a9513d
66,dreamylovecrystals,1,1,8,,https://scontent-sin6-3.cdninstagram.com/v/t51.2885-19/277317433_1193524924724130_7092841791221129487_n.jpg?_nc_ht=scontent-sin6-3.cdninstagram.com&_nc_cat=106&_nc_ohc=gx3s71RYOGkAX_Z6p27&edm=AEF8tYYBAAAA&ccb=7-4&oh=00_AT-zmkk9wgTUx3fRvBVWO0w7Sg2ThrEufdl7BTYcmUJrqQ&oe=624A3FD6&_nc_sid=a9513d
67,f753453,72,259,522,"我的貓  @yiyi_tabbycat 
我的❤️  @_______yunyun_______",https://scontent-sin6-2.cdninstagram.com/v/t51.2885-19/273700531_634211714496434_185135598051560306_n.jpg?_nc_ht=scontent-sin6-2.cdninstagram.com&_nc_cat=102&_nc_ohc=9pljVXXRAVYAX_qyWZl&edm=AEF8tYYBAAAA&ccb=7-4&oh=00_AT8mQgacRvJNDZLx9gLb3D9LJ_OvbyWDiefP8Q-496Hmdw&oe=6249521A&_nc_sid=a9513d
68,scoutman_goh,169,356,807,"Scouting since 1991
Dedicated to all scouting experiences that have created long-lasting impact to my life
Scouting Spirit Forever",https://scontent-sin6-1.cdninstagram.com/v/t51.2885-19/125408935_122633112964043_530734389814409072_n.jpg?_nc_ht=scontent-sin6-1.cdninstagram.com&_nc_cat=111&_nc_ohc=HhZfxhdm2q4AX-Q1rDm&edm=AEF8tYYBAAAA&ccb=7-4&oh=00_AT8p0WIU7F6h87qZ1ZMmrpc5ndBI7LMDT_VVPJ_q8QEjOw&oe=6249B559&_nc_sid=a9513d
69,ait._.asadi84.8.26,7,833,3928,"پیرو دوکس
 محمد (ص)
وصاحب نفس",https://scontent-sin6-4.cdninstagram.com/v/t51.2885-19/276084040_767446967550034_3967419670938088100_n.jpg?_nc_ht=scontent-sin6-4.cdninstagram.com&_nc_cat=110&_nc_ohc=2hiQqhEAwQcAX_IWLbR&edm=AEF8tYYBAAAA&ccb=7-4&oh=00_AT-RaaRu4IKavpZVdRML3QUcPwyK1Hn0iEIrrOiWGTwvvg&oe=624A9094&_nc_sid=a9513d
70,crystal_shop33,2101,4591,6994,"𝙄 𝘼𝙢 𝙒𝙝𝙤𝙡𝙚𝙨𝙖𝙡𝙚𝙧 𝙊𝙛 𝙋𝙤𝙡𝙞𝙨𝙝𝙚𝙙 𝙎𝙩𝙤𝙣𝙚 𝙁𝙧𝙤𝙢 𝘼𝙛𝙜𝙝𝙖𝙣𝙞𝙨𝙩𝙖𝙣 𝙖𝙣𝙙 𝙋𝙖𝙠𝙞𝙨𝙩𝙖𝙣 𝙒𝙤𝙧𝙡𝙙 🌏𝙒𝙞𝙙𝙚 ✈️𝙎𝙝𝙞𝙥𝙥𝙞𝙣𝙜 𝘽𝙮
👉𝘿𝙃𝙇 & 𝙁𝙚𝙙𝙀𝙭🔮
👉𝙋𝙖𝙮𝙋𝙖𝙡 𝘼𝙘𝙘𝙚𝙥𝙩𝙚𝙙",https://scontent-sin6-3.cdninstagram.com/v/t51.2885-19/159489515_247146497054608_5329211836688568126_n.jpg?_nc_ht=scontent-sin6-3.cdninstagram.com&_nc_cat=104&_nc_ohc=4C3h1CwzEnUAX-vZQa-&edm=AEF8tYYBAAAA&ccb=7-4&oh=00_AT_JObgt1V9mbZD_NGdv3kyjiQNSOqxhQics4id7phaLSw&oe=6249B49F&_nc_sid=a9513d
71,minboxes,100,568,221,"Find your mineral specimens, display equipment and books in Hong Kong 🇭🇰 
email : info@minboxes.com
順豐 / 香港郵政",https://scontent-sin6-2.cdninstagram.com/v/t51.2885-19/275082858_480834813522296_3513278482977929235_n.jpg?_nc_ht=scontent-sin6-2.cdninstagram.com&_nc_cat=108&_nc_ohc=ErLX905rgTYAX-OMO5i&edm=AEF8tYYBAAAA&ccb=7-4&oh=00_AT8p7QEmATSazp8WMJ_ncZFl6KtiZHayDoa6_tlDFygU-A&oe=6248E665&_nc_sid=a9513d
72,treasurygem,1515,2328,6144,"Gems Stone Retail abd whole sale
Natural Quality Semi-Precious Gems
Shipping Worldwide
Paypal and Bank Accepted
Custome order Accepted",https://scontent-sin6-2.cdninstagram.com/v/t51.2885-19/272571693_4837492972996010_8966902139006578125_n.jpg?_nc_ht=scontent-sin6-2.cdninstagram.com&_nc_cat=102&_nc_ohc=_iFILUlQ15kAX9ZvC-G&edm=AEF8tYYBAAAA&ccb=7-4&oh=00_AT_9j_Y6eBhNHz4Rk0CbphWhYPzEuN4k2dpDGdJWMPlzWw&oe=624A9A4A&_nc_sid=a9513d
73,saif_bin_nuaman,1217,9354,6324,snap: ae-ad,https://scontent-sin6-2.cdninstagram.com/v/t51.2885-19/243578740_4592973650763989_7109058615443889047_n.jpg?_nc_ht=scontent-sin6-2.cdninstagram.com&_nc_cat=105&_nc_ohc=hb5uet5ZrNsAX-srEaU&edm=AEF8tYYBAAAA&ccb=7-4&oh=00_AT9tpjKQuRU1LPjbarUaqzxwcbpuDVSupfLJj0h_gdBqgQ&oe=624A853F&_nc_sid=a9513d
74,luckyminarals,70,1977,5192,We are a wholesaler of the indian minerals we accept payment by paypal.,https://scontent-sin6-1.cdninstagram.com/v/t51.2885-19/275736789_705612770801371_8578547591870098153_n.jpg?_nc_ht=scontent-sin6-1.cdninstagram.com&_nc_cat=107&_nc_ohc=04qXyso4rKEAX8X6V6m&edm=AEF8tYYBAAAA&ccb=7-4&oh=00_AT_lA2ylT1NesuRrIn_jT_TyAVmOLi9TAv9pTppTE1Hbaw&oe=624970B8&_nc_sid=a9513d
75,brunocavassi,17,93,174,,https://scontent-sin6-3.cdninstagram.com/v/t51.2885-19/275477345_384543976407316_3749216334550685131_n.jpg?_nc_ht=scontent-sin6-3.cdninstagram.com&_nc_cat=104&_nc_ohc=1xCIXngAWF8AX9UsPr2&edm=AEF8tYYBAAAA&ccb=7-4&oh=00_AT9PjPyAaweztA9IrYDKro1Lixe8g4alKpOxX4_7_ddX2w&oe=624A0CCE&_nc_sid=a9513d
76,mineral.angel,133,661,377,"💎Fine minerals from China
❤️20+ years family business
🌎Based in North Carolina & Guilin
Shop more specimens👇",https://scontent-sin6-1.cdninstagram.com/v/t51.2885-19/272943718_1068861233680195_3174039338511116028_n.jpg?_nc_ht=scontent-sin6-1.cdninstagram.com&_nc_cat=107&_nc_ohc=3zehcxjRxZMAX9PgOT6&edm=AEF8tYYBAAAA&ccb=7-4&oh=00_AT_gBtuKQId2A7b9_Udntfd1n8N6zyoig-1bNuRUSesMtw&oe=624A55C8&_nc_sid=a9513d
77,_brilliant_minerals_,27,399,623,"💎 A place for mineral collectors and admirers to share and learn 💎 TX, USA 💎 We also post pieces available in our Etsy shop. Link below 👇 💎",https://scontent-sin6-3.cdninstagram.com/v/t51.2885-19/275068663_370477097962362_6580376381500223192_n.jpg?_nc_ht=scontent-sin6-3.cdninstagram.com&_nc_cat=106&_nc_ohc=4sxJbPjB2CAAX8hE-Cf&edm=AEF8tYYBAAAA&ccb=7-4&oh=00_AT_bCsbalZVJclTwDB86S0TpcJhtI_pZagj3R0K5yLi0oA&oe=624AA93A&_nc_sid=a9513d
78,ninaayo__,37,522,875,20 || 🇬🇾 || HB ❤️,https://scontent-sin6-4.cdninstagram.com/v/t51.2885-19/43334335_1855664317865175_7097317213350133760_n.jpg?_nc_ht=scontent-sin6-4.cdninstagram.com&_nc_cat=103&_nc_ohc=Mj04d_7oEY4AX8_rJZU&edm=AEF8tYYBAAAA&ccb=7-4&oh=00_AT8k2LDQuRuXo22jzGcX5eMiT__pyC4B8XrPOD4110xmdw&oe=624A3263&_nc_sid=a9513d
79,samael_cys,33,194,1788,"26｜HongKong｜🔮 📿 ｜📷
【 一 身 之 窮 達 當 安 命 】",https://scontent-sin6-4.cdninstagram.com/v/t51.2885-19/244530497_1564010520604779_8106415548329502235_n.jpg?_nc_ht=scontent-sin6-4.cdninstagram.com&_nc_cat=103&_nc_ohc=ShhskH22YmgAX8xWzwe&edm=AEF8tYYBAAAA&ccb=7-4&oh=00_AT82pOMhwOjqNNn7dc2shRryAvRddPxWqjtkV8Xs9St2sA&oe=6248C109&_nc_sid=a9513d
80,vortex_jewels,21,167,904,"One of a Kind and
Limited Edition
Natural Crystal Jewelry
for Men and Women
~Wear the Power of Nature~",https://scontent-sin6-3.cdninstagram.com/v/t51.2885-19/11326300_172126339806882_1114474727_a.jpg?_nc_ht=scontent-sin6-3.cdninstagram.com&_nc_cat=106&_nc_ohc=DG3_9UiZLCsAX_J9T0f&edm=AEF8tYYBAAAA&ccb=7-4&oh=00_AT--SSSaBba8Ht35s6mGftyMcOXetOqoTFm_ucTrlkhY7g&oe=624A1867&_nc_sid=a9513d
81,pastelife88,1,22,32,,https://scontent-sin6-4.cdninstagram.com/v/t51.2885-19/277414857_457914602776573_2975577223624294599_n.jpg?_nc_ht=scontent-sin6-4.cdninstagram.com&_nc_cat=101&_nc_ohc=0oAY1xcSB1UAX_0-zVr&edm=AEF8tYYBAAAA&ccb=7-4&oh=00_AT90f3ysKdA3jT9ZTtVjOv6-r3w49QQWcwlEw-ZR2a1bDw&oe=62494D3C&_nc_sid=a9513d
82,babyschou,0,38,779,❤🎷,https://scontent-sin6-1.cdninstagram.com/v/t51.2885-19/275947804_112506748053799_2360780957257132222_n.jpg?_nc_ht=scontent-sin6-1.cdninstagram.com&_nc_cat=107&_nc_ohc=0hDg7pNAanwAX9TLn9P&edm=AEF8tYYBAAAA&ccb=7-4&oh=00_AT8-ZV6IFuL-PV2mdwxoBp8WU9Uo-u8G_YMA4Lcq-oBczg&oe=624A5BD4&_nc_sid=a9513d
83,ali.karimi_shiraz,8,45,3129,⚖Права🇺🇦 Україна🎼🏕✝️✈📖Неодружений,https://scontent-sin6-4.cdninstagram.com/v/t51.2885-19/129731520_757522248177865_3558549320058858411_n.jpg?_nc_ht=scontent-sin6-4.cdninstagram.com&_nc_cat=101&_nc_ohc=PJu03K_2bg0AX8sjZXk&edm=AEF8tYYBAAAA&ccb=7-4&oh=00_AT8Kv6KuhOpucFa-U-ZKb8JZ-LAEsucTplAcNzD8a1p04A&oe=6249D4CD&_nc_sid=a9513d
84,mahikrk,49,590,3595,"Love to be : Traveller/Explorer🏞️
Self taught : Amateur 📸/ dronie🚁
Profession : Happy Husband 🤼 
Shameless Junk eater 🍔🍕🍛🍜
Loves both 🦮🐈",https://scontent-sin6-4.cdninstagram.com/v/t51.2885-19/15035029_925961420870170_8972537889409728512_a.jpg?_nc_ht=scontent-sin6-4.cdninstagram.com&_nc_cat=110&_nc_ohc=IB1z846IjeEAX_biAuM&edm=AEF8tYYBAAAA&ccb=7-4&oh=00_AT8x7WISoDrPh0RB-HgtCHId7CcC7N_8QYovP13_31A6bA&oe=62498C22&_nc_sid=a9513d
85,lonkym,2,99,1153,,https://scontent-sin6-4.cdninstagram.com/v/t51.2885-19/152570549_901616447268445_6355657434648081878_n.jpg?_nc_ht=scontent-sin6-4.cdninstagram.com&_nc_cat=101&_nc_ohc=X6RpLufein4AX_QQUwI&edm=AEF8tYYBAAAA&ccb=7-4&oh=00_AT8n9ZqJ4vpVG5ixdQDEDMPOJw-0cF-k8QUszZXAcPn35A&oe=624A7F7C&_nc_sid=a9513d
86,digarangem,12,527,269,Mineral and gemstone from Iran 🇮🇷,https://scontent-sin6-1.cdninstagram.com/v/t51.2885-19/276045518_983211632336263_135880776972123879_n.jpg?_nc_ht=scontent-sin6-1.cdninstagram.com&_nc_cat=107&_nc_ohc=TsI6ullL1rIAX8mqmQt&edm=AEF8tYYBAAAA&ccb=7-4&oh=00_AT8KAXtfG5gWahM7PE7AZFyBPKgjqetHRpXNjvAtiOm4KQ&oe=6248FD14&_nc_sid=a9513d
87,vahid123ssss,39,398,2412,,https://scontent-sin6-2.cdninstagram.com/v/t51.2885-19/271336495_906582890224133_3044875767413870352_n.jpg?_nc_ht=scontent-sin6-2.cdninstagram.com&_nc_cat=105&_nc_ohc=mq9fXwIl3DAAX8dN1Ra&edm=AEF8tYYBAAAA&ccb=7-4&oh=00_AT-5g3xBsclBhar0N3GZaxFc-qbUB9-BmlqJhGS79tBGdw&oe=624A176B&_nc_sid=a9513d
88,gemslink2,54,610,1620,"Well come ❤❤
gemstone 💎 business is my family 👪 job 
I am wholesaler in Pakistan 🇵🇰 
beautiful Mixstone 💎",https://scontent-sin6-3.cdninstagram.com/v/t51.2885-19/275063494_363262692312136_3802740440400129680_n.jpg?_nc_ht=scontent-sin6-3.cdninstagram.com&_nc_cat=104&_nc_ohc=GmwwyspRYDMAX_P2eJq&edm=AEF8tYYBAAAA&ccb=7-4&oh=00_AT-uDRzLgQ3D5uIiUVLEDpuSFcmbZ02_IJAe5IIY16qF8g&oe=6248D29E&_nc_sid=a9513d
89,symon.inc,0,51,337,,https://instagram.fdel27-5.fna.fbcdn.net/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=instagram.fdel27-5.fna.fbcdn.net&_nc_cat=1&_nc_ohc=g_FIod7RUSYAX8-1twc&edm=ABmJApABAAAA&ccb=7-4&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-4&oh=00_AT_CELz5cQUIIQLef9ZjwyPsh5FMXFo_PVfBdL7VnRiJEg&oe=624A548F&_nc_sid=6136e7
90,alijenab.stone,8,10796,1195,"تولید و فروش🇮🇷
سنگ چینی و کرسیتال ازنا و الیگودرز 
✳️ تک کوپ دو کوپ ابعادی لاشه و فکی
✳️ سنگ تزئینی و ساختمانی
#شمش
Whats'app 
+989030911252",https://scontent-sin6-3.cdninstagram.com/v/t51.2885-19/275069501_117535200857106_4514889275115030351_n.jpg?_nc_ht=scontent-sin6-3.cdninstagram.com&_nc_cat=106&_nc_ohc=cSA2wj7mNcMAX-jHhHd&edm=AEF8tYYBAAAA&ccb=7-4&oh=00_AT8o5ESwej5g8vvUh0mDjvk7SwKwcb7O5ZzlRwwmg1H8fg&oe=6248CF2C&_nc_sid=a9513d
91,magic_crystal_1,1976,1278,6331,"crystal BARIQ ,Provides crystal and stone jewelery 
◾Worldwide shipping 
◾Paypal payment
◾DM to order types and shapes 
◾Selling wholesale and retai",https://scontent-sin6-2.cdninstagram.com/v/t51.2885-19/213765168_195735985891113_6427021861151512764_n.jpg?_nc_ht=scontent-sin6-2.cdninstagram.com&_nc_cat=109&_nc_ohc=9Na8w4wM4c4AX9tcaDp&edm=AEF8tYYBAAAA&ccb=7-4&oh=00_AT-cyrdEt40Pr8ai4F3i0Y6z-ipAuzMiorVIXvJnAbFXZQ&oe=6249AB0D&_nc_sid=a9513d
92,khaliqfaxlel13,8,25,80,"Deals in gemstone  💎
Sunday off",https://scontent-sin6-2.cdninstagram.com/v/t51.2885-19/276968019_333518618811369_8389831525229525339_n.jpg?_nc_ht=scontent-sin6-2.cdninstagram.com&_nc_cat=109&_nc_ohc=YVjVP6S09HMAX_g8912&edm=AEF8tYYBAAAA&ccb=7-4&oh=00_AT88u-U0QUB9lvB_v8wRtwbJSVWnVFqMcF4fV2oaqk3BOA&oe=624A6069&_nc_sid=a9513d
93,lexandar007,95,1012,6528,,https://scontent-sin6-1.cdninstagram.com/v/t51.2885-19/240720555_1171609913350927_7842111709136226021_n.jpg?_nc_ht=scontent-sin6-1.cdninstagram.com&_nc_cat=107&_nc_ohc=ZjBrSSSXy3IAX-_KmHA&edm=AEF8tYYBAAAA&ccb=7-4&oh=00_AT-aRTMUYm0nqIAk0edS574UWmGSEBx5MNVOE56uGGD1gw&oe=624A11F1&_nc_sid=a9513d
94,za_.rj,14,264,908,"🌻_  Studied at the University  Of  Babylon 🏛️
.
🌻_ College of Geological ⛏️📚
.
🌻_  Sagittarius ♐
‏ ألْوذُ بِكَ مِنْ ضِيقِ نَفْسِي إلَى سِعَتِك ..🤍🌼",https://scontent-sin6-2.cdninstagram.com/v/t51.2885-19/273125790_1783537061851964_2705269536981874923_n.jpg?_nc_ht=scontent-sin6-2.cdninstagram.com&_nc_cat=108&_nc_ohc=L_swWaEKNBAAX-hTYv_&edm=AEF8tYYBAAAA&ccb=7-4&oh=00_AT83gjhSgoQ19rNcUSQV3KqZMf4W4Z7FhbLXSwZs9PvB2A&oe=62498139&_nc_sid=a9513d
95,nrggems,115,1211,4964,"Worldwide shipping 🇮🇳
Wholesale Raw Gemstones and Cabochons supplier.",https://scontent-sin6-2.cdninstagram.com/v/t51.2885-19/122615349_201808871377809_3943784616886802659_n.jpg?_nc_ht=scontent-sin6-2.cdninstagram.com&_nc_cat=109&_nc_ohc=iqwpdNxmQnMAX9O4DC7&edm=AEF8tYYBAAAA&ccb=7-4&oh=00_AT-2FCKgq8KzRhq9yGvR2Ti9s_Sb3jdD8yDRs96Ztej__A&oe=6248C7A2&_nc_sid=a9513d
96,kasbi.rechman19,11,284,880,,https://scontent-sin6-4.cdninstagram.com/v/t51.2885-19/277047325_387036919905084_1161732231064071220_n.jpg?_nc_ht=scontent-sin6-4.cdninstagram.com&_nc_cat=100&_nc_ohc=BS2a9FJSE5wAX_hZGl2&edm=AEF8tYYBAAAA&ccb=7-4&oh=00_AT-XZT45T2tbQFcX0NzkFeR6FP-NrI7S0_B8I1Dx9RVvrQ&oe=624A0931&_nc_sid=a9513d
97,caltencalten,201,221,1469,,https://scontent-sin6-4.cdninstagram.com/v/t51.2885-19/277095114_502994211296002_3235288269096609854_n.jpg?_nc_ht=scontent-sin6-4.cdninstagram.com&_nc_cat=110&_nc_ohc=WE2o3n3wE5UAX_2zpgI&edm=AEF8tYYBAAAA&ccb=7-4&oh=00_AT-Hug4FczceizJOk3LkDzVRawZmif7EFWOhJR2CaSIfwQ&oe=62497507&_nc_sid=a9513d
98,halabrinova_miroslava,13,399,1892,,https://scontent-sin6-3.cdninstagram.com/v/t51.2885-19/256698534_413322287010366_2345811444965860675_n.jpg?_nc_ht=scontent-sin6-3.cdninstagram.com&_nc_cat=106&_nc_ohc=ERVNns_taqQAX-KRDKp&edm=AEF8tYYBAAAA&ccb=7-4&oh=00_AT--7_AFDVmSVrJLYBUEdPIDbnPLd09Bt-8RVpQgK2kyMg&oe=624941F2&_nc_sid=a9513d
99,bayezid8446,67,97,402,Bogura .Dhaka . Bangladesh,https://scontent-sin6-2.cdninstagram.com/v/t51.2885-19/274693606_329888472416096_1639813005118245460_n.jpg?_nc_ht=scontent-sin6-2.cdninstagram.com&_nc_cat=108&_nc_ohc=-AM6E_vd6wUAX_b9RNe&edm=AEF8tYYBAAAA&ccb=7-4&oh=00_AT_FlTCTXTmyl6ZJFlCPzou3IuhyHH8gtXczAyUJHwBc3Q&oe=624AB2E4&_nc_sid=a9513d
100,gabrielsurfbrends,17,80,215,,https://scontent-sin6-4.cdninstagram.com/v/t51.2885-19/273009706_1024902538065838_5950305578210190204_n.jpg?_nc_ht=scontent-sin6-4.cdninstagram.com&_nc_cat=110&_nc_ohc=JT1F5noAb1AAX9EXNZr&edm=AEF8tYYBAAAA&ccb=7-4&oh=00_AT-26SEr38nwi8gbnhPdpcpaYSSfktKRJCTrvC09ZVxHgw&oe=62495EA5&_nc_sid=a9513d
101,jafar.aghdam,3,106,1861,"married💍
22.5.1972",https://scontent-sin6-1.cdninstagram.com/v/t51.2885-19/169156389_119335703575651_2815171786542383067_n.jpg?_nc_ht=scontent-sin6-1.cdninstagram.com&_nc_cat=107&_nc_ohc=tkP2XrLZOV0AX8OfEcE&edm=AEF8tYYBAAAA&ccb=7-4&oh=00_AT-FcjL8ujmVSeIp641b-6ovTQO2jtBQtfvkkTfki2zEJA&oe=62492FE7&_nc_sid=a9513d
102,_iamjem_,2477,683,1956,Who run the world - GIRLS! ;),https://scontent-sin6-3.cdninstagram.com/v/t51.2885-19/273877996_144443028035212_3273299581259710251_n.jpg?_nc_ht=scontent-sin6-3.cdninstagram.com&_nc_cat=104&_nc_ohc=g3A3pMwtA7kAX_cOYuF&edm=AEF8tYYBAAAA&ccb=7-4&oh=00_AT_Ll6nfixAsmDbBNZqfNIr1MN6fyUASHQHsVmGyBi8Nnw&oe=624A61EC&_nc_sid=a9513d
103,reiki_mza,15,94,310,"Reiki Sistema Usui🙏💫 Maestra Inés Duarte
Consultas:2616989023 MENDOZA-ARG. 
""Mi corazón saluda al tuyo 💜🙏NAMASTÉ""",https://scontent-sin6-2.cdninstagram.com/v/t51.2885-19/234355344_1137661840094618_1877427081280295537_n.jpg?_nc_ht=scontent-sin6-2.cdninstagram.com&_nc_cat=102&_nc_ohc=sfogTS8RTDAAX-xlCeX&edm=AEF8tYYBAAAA&ccb=7-4&oh=00_AT_xXW5_CiHXbdjhJWUE4fMJ1_CjORO-S75tcHyJrTx-zg&oe=6248F8C7&_nc_sid=a9513d
104,_maiquel_ribeiro_,3,232,517,,https://scontent-sin6-4.cdninstagram.com/v/t51.2885-19/92790469_2784912835069452_3315765819673149440_n.jpg?_nc_ht=scontent-sin6-4.cdninstagram.com&_nc_cat=100&_nc_ohc=X_7GVXuY0VAAX_Sl0dP&edm=AEF8tYYBAAAA&ccb=7-4&oh=00_AT_WNuxJRlu3nSiI5YmktQwWzz90ITy6uFO6Zu56oF5n6Q&oe=6249133E&_nc_sid=a9513d
